rank,name,net_worth (in billion $),age,country / territory,source,industry
1905.00,Jens von Bahr,1.5,52,Sweden,Gambling products,Gambling & Casinos
1905.00,Alexandra Andresen,1.5,26,Norway,Investments,Diversified
1905.00,Federico De Nora,1.5,55,Italy,Electrodes,Manufacturing
1905.00,Ho Hung Anh,1.5,52,Vietnam,"Consumer products, banking",Finance & Investments
1905.00,Li Jianli,1.5,50,China,Lithium-ion battery cap,Manufacturing
1905.00,John Ocampo,1.5,63,United States,Semiconductors,Technology
1905.00,Amnon Shashua,1.5,62,Israel,Automotive technology,Automotive
1905.00,Prachak Tangkaravakoon,1.5,79,Thailand,Paints,Manufacturing
1905.00,Kenny Troutt,1.5,75,United States,Telecom,Telecom
1905.00,Zhou Zongwen & family,1.5,66,China,Jewelry,Fashion & Retail
1905.00,Nerio Alessandri,1.5,61,Italy,Gym equipment,Manufacturing
1905.00,Ana Lucia de Mattos Barretto Villela,1.5,49,Brazil,Banking,Finance & Investments
1905.00,Niranjan Hiranandani,1.5,73,India,Real estate,Real Estate
1905.00,Nicola Leibinger-Kammueller,1.5,63,Germany,Manufacturing,Manufacturing
1905.00,Jerry Moyes & family,1.5,79,United States,Transportation,Logistics
1905.00,Sheryl Sandberg,1.5,53,United States,Facebook,Technology
1905.00,Tang Rui,1.5,N/A,China,Semiconductors,Technology
1905.00,Tran Ba Duong & family,1.5,63,Vietnam,Automotive,Automotive
1905.00,Zhang Hong,1.5,N/A,China,Solar,Energy
1905.00,Ahmet Calik,1.5,65,Turkey,"Energy, banking, construction",Diversified
1905.00,Wei Gu,1.5,58,China,Consumer electronics,Manufacturing
1905.00,Jim Koch,1.5,73,United States,Beer,Food & Beverage
1905.00,Bruce Mathieson,1.5,79,Australia,Hotels,Real Estate
1905.00,Duke Reyes,1.5,66,United States,Beer distribution,Food & Beverage
1905.00,Sergei Studennikov & family,1.5,56,Russia,"Liquor stores, supermarkets",Fashion & Retail
1905.00,Tingdong Yang,1.5,62,China,Brewery,Food & Beverage
1905.00,Saket Burman,1.5,46,United Kingdom,Consumer goods,Food & Beverage
1905.00,Esther Grether,1.5,87,Switzerland,Art collection,Fashion & Retail
1905.00,Sidney Kimmel,1.5,95,United States,Retail,Fashion & Retail
1905.00,Youssef Mansour,1.5,77,Egypt,Diversified,Diversified
1905.00,Mike Repole,1.5,55,United States,Sports drink,Food & Beverage
1905.00,Thomas Steyer,1.5,65,United States,Hedge funds,Finance & Investments
1905.00,Xu Zhihan,1.5,50,China,Electronics,Technology
1905.00,Safra Catz,1.5,61,United States,Software,Technology
1905.00,Patrick Hanrahan,1.5,67,United States,Software,Technology
1905.00,Raj Kumar,1.5,68,Singapore,"Real estate, hotels",Real Estate
1905.00,Romano Minozzi,1.5,88,Italy,"Utilities, diversified",Diversified
1905.00,Kishin RK,1.5,39,Singapore,"Real estate, hotels",Real Estate
1905.00,Su Suyu & family,1.5,74,China,"Utilities, real estate",Real Estate
1905.00,Michael Minhong Yu,1.5,61,China,Education,Service
2020.00,Chen Wenyuan & family,1.4,55,China,Testing equipment,Technology
2020.00,Christoph Henkel,1.4,65,Germany,Consumer goods,Fashion & Retail
2020.00,Kwek Leng Keow,1.4,71,Singapore,Diversified,Diversified
2020.00,Lucia Maggi & family,1.4,90,Brazil,Agribusiness,Diversified
2020.00,David Paul,1.4,56,United States,Medical devices,Healthcare
2020.00,Jared Smith,1.4,48,United States,Cloud computing,Technology
2020.00,Swift Xie,1.4,43,China,Drones,Technology
2020.00,Chua Thian Poh,1.4,74,Singapore,Real estate,Real Estate
2020.00,Daniel Hirschfeld,1.4,81,United States,Fashion retail,Fashion & Retail
2020.00,Kwek Leng Peck,1.4,67,Singapore,Diversified,Diversified
2020.00,Gary Magness,1.4,69,United States,"Cable TV, investments",Media & Entertainment
2020.00,Tom Persson,1.4,38,Sweden,H&M,Fashion & Retail
2020.00,Charlotte Soderstrom,1.4,46,Sweden,H&M,Fashion & Retail
2020.00,Xu Guozhong & family,1.4,59,China,Motors,Manufacturing
2020.00,Sasson Dayan & family,1.4,83,Brazil,Banking,Finance & Investments
2020.00,Drew Houston,1.4,40,United States,Cloud storage service,Technology
2020.00,Raymond Kwok,1.4,69,Hong Kong,Real estate,Real Estate
2020.00,Mao Lixiang & family,1.4,82,China,Cooking appliances,Technology
2020.00,Qian Jinghong,1.4,50,China,Electric scooters,Automotive
2020.00,Anand Surana,1.4,52,India,Pharmaceuticals,Healthcare
2020.00,Yao Kuizhang,1.4,58,China,Beverages,Food & Beverage
2020.00,Vladimir Bogdanov,1.4,71,Russia,Oil,Energy
2020.00,Torstein Hagen,1.4,80,Norway,Cruises,Service
2020.00,Kwee Liong Keng,1.4,77,Singapore,Real estate,Real Estate
2020.00,K.C. Liu,1.4,69,Taiwan,Manufacturing,Technology
2020.00,Niti Osathanugrah,1.4,49,Thailand,"Energy drinks,investments",Finance & Investments
2020.00,Martin Selig,1.4,85,United States,Real estate,Real Estate
2020.00,Anne Werninghaus,1.4,37,Brazil,Industrial machinery,Manufacturing
2020.00,Zhou Chengjian,1.4,57,China,Fashion retail,Fashion & Retail
2020.00,John Bloor,1.4,79,United Kingdom,"Real estate, manufacturing",Diversified
2020.00,Rajinder Gupta,1.4,64,India,"Textiles, paper",Manufacturing
2020.00,Sebastian Kulczyk,1.4,42,Poland,Diversified,Finance & Investments
2020.00,Liu Fangyi,1.4,53,China,Medical equipment,Healthcare
2020.00,Vadim Novinsky,1.4,59,Ukraine,Steel,Metals & Mining
2020.00,Carlos Sanchez,1.4,61,Brazil,Generic drugs,Healthcare
2020.00,Werner O. Weber,1.4,84,Switzerland,Electronic components,Manufacturing
2020.00,Zhong Sheng Jian,1.4,65,Singapore,Real estate,Real Estate
2020.00,Girdhari Lal Bawri,1.4,75,India,Pharmaceuticals,Healthcare
2020.00,Guan Yihong,1.4,53,China,Restaurant,Food & Beverage
2020.00,Hemendra Kothari,1.4,76,India,Financial services,Finance & Investments
2020.00,Jenny Lindén Urnes,1.4,52,Sweden,Powdered metal,Manufacturing
2020.00,Tadako Nakatani,1.4,N/A,Japan,Medical diagnostic equipment,Healthcare
2020.00,Igor Rybakov,1.4,50,Russia,Building materials,Manufacturing
2020.00,Wang Zelong,1.4,26,China,Chemicals,Metals & Mining
2020.00,Zheng Jianjiang & family,1.4,62,China,Electrical equipment,Manufacturing
2020.00,Binny Bansal,1.4,40,India,Flipkart,Technology
2020.00,Lance Gokongwei,1.4,55,Philippines,Diversified,Diversified
2020.00,Sergei Kolesnikov,1.4,51,Russia,Building materials,Manufacturing
2020.00,William Li,1.4,48,China,Electric vehicles,Automotive
2020.00,Marius Nacht,1.4,57,Israel,Software,Technology
2020.00,Subhash Runwal,1.4,79,India,Real estate,Real Estate
2020.00,Wang Yanqing & family,1.4,76,China,Carbon fiber products,Manufacturing
2020.00,Xinghai Zhang & family,1.4,60,China,Machinery,Manufacturing
2020.00,Nigel Austin,1.4,52,Australia,Retail,Fashion & Retail
2020.00,Ali Ghodsi,1.4,44,Sweden,Data analytics,Technology
2020.00,Koh Wee Meng,1.4,59,Singapore,"Real estate, hotels",Real Estate
2020.00,Li Jinyang,1.4,N/A,China,Mining,Metals & Mining
2020.00,Yoshiko Mori,1.4,82,Japan,Real estate,Real Estate
2020.00,Boris Rotenberg,1.4,66,Russia,"Construction, pipes, chemicals",Construction & Engineering
2020.00,Shuifu Wang,1.4,68,China,Manufacturing,Manufacturing
2020.00,Zhang Xin,1.4,57,China,Real estate,Real Estate
2020.00,Alberto Alcocer,1.4,80,Spain,Investments,Finance & Investments
2020.00,Reinold Geiger,1.4,75,Austria,Beauty products,Fashion & Retail
2020.00,Kim Taek-jin,1.4,56,South Korea,Online games,Media & Entertainment
2020.00,Bernard Lewis & family,1.4,97,United Kingdom,Fashion retailer,Fashion & Retail
2020.00,Miao Yongjun,1.4,55,China,Clinical diagnostics,Healthcare
2020.00,Rihanna,1.4,35,Barbados,"Music, cosmetics",Fashion & Retail
2020.00,Wang Jilei,1.4,58,China,Logistics,Logistics
2020.00,Zhang Keqiang,1.4,62,China,Real estate,Real Estate
2020.00,Antti Aarnio-Wihuri,1.4,83,Finland,Diversified,Diversified
2020.00,J. Christopher Flowers,1.4,65,United States,Investments,Finance & Investments
2020.00,Ke Zunhong & family,1.4,68,China,Pharmaceuticals,Healthcare
2020.00,Manfredi Lefebvre d'Ovidio & family,1.4,69,Italy,Cruises,Service
2020.00,Miao Shouliang,1.4,68,China,Real estate,Real Estate
2020.00,Mochtar Riady & family,1.4,93,Indonesia,Diversified,Diversified
2020.00,Jianyi Wang,1.4,60,China,Fiber optic cables,Technology
2020.00,Zhang Chuanwei & family,1.4,60,China,Machinery,Manufacturing
2020.00,John Farber,1.4,97,United States,Chemicals,Manufacturing
2020.00,Rameshchandra Jain,1.4,74,India,Textiles,Manufacturing
2020.00,Michael Lee-Chin,1.4,72,Canada,Mutual funds,Finance & Investments
2020.00,Deepak Mehta,1.4,66,India,Chemicals,Manufacturing
2020.00,M.Satyanarayana Reddy,1.4,65,India,Pharmaceuticals,Healthcare
2020.00,Wilma Tisch,1.4,95,United States,Diversified,Finance & Investments
2020.00,Yuan Liping,1.4,52,Canada,Pharmaceuticals,Healthcare
2020.00,Chris Ellison,1.4,65,Australia,Mining,Metals & Mining
2020.00,Huang Jinxiang & family,1.4,58,China,Chemicals,Manufacturing
2020.00,Lee Ho-jin,1.4,60,South Korea,Diversified,Diversified
2020.00,David McMurtry,1.4,82,United Kingdom,Manufacturing,Manufacturing
2020.00,Qin Long,1.4,57,China,Tire,Manufacturing
2020.00,Dilip Surana,1.4,57,India,Pharmaceuticals,Healthcare
2020.00,Yu Peidi,1.4,63,Hong Kong,Real estate,Real Estate
2020.00,Cai Jianyong,1.4,52,China,Nickel,Metals & Mining
2020.00,Alfredo Harp Helu & family,1.4,79,Mexico,"Banking, investments",Finance & Investments
2020.00,Kwee Liong Seen,1.4,70,Singapore,Real estate,Real Estate
2020.00,Anatoly Lomakin,1.4,70,Russia,Investments,Metals & Mining
2020.00,Pan Longquan,1.4,58,China,Manufacturing,Manufacturing
2020.00,Radik Shaimiev,1.4,58,Russia,"Refinery, chemicals",Energy
2020.00,Bo Wu,1.4,68,China,Machinery,Manufacturing
2020.00,Amit Burman,1.4,53,India,Consumer goods,Food & Beverage
2020.00,Ayman Hariri,1.4,44,Lebanon,"Construction, investments",Construction & Engineering
2020.00,Kwee Liong Phing,1.4,65,Singapore,Real estate,Real Estate
2020.00,Liu Ming Chung,1.4,60,Brazil,Paper,Manufacturing
2020.00,Gretel Packer,1.4,57,Australia,Investments,Finance & Investments
2020.00,Airat Shaimiev,1.4,61,Russia,"Refinery, chemicals",Energy
2020.00,"Alfred West, Jr.",1.4,80,United States,Money management,Finance & Investments
2020.00,Boris Zingarevich,1.4,63,Russia,"Pulp and paper, diversified",Diversified
2020.00,Steve Case,1.4,64,United States,AOL,Technology
2020.00,He Xiaopeng,1.4,45,China,Electric vehicles,Automotive
2020.00,Kwee Liong Tek,1.4,76,Singapore,Real estate,Real Estate
2020.00,Brandt Louie,1.4,79,Canada,Drugstores,Food & Beverage
2020.00,Pan Shiyi,1.4,60,China,Real estate,Real Estate
2020.00,Nobutoshi Shimamura,1.4,97,Japan,Retail,Fashion & Retail
2020.00,Wu Chaoqun,1.4,53,China,Chemicals,Manufacturing
2133.00,Rajendra Agarwal,1.3,64,India,Pharmaceuticals,Healthcare
2133.00,Chang Jianming & family,1.3,58,China,Industrial equipment,Manufacturing
2133.00,Keiko Erikawa,1.3,74,Japan,Video games,Media & Entertainment
2133.00,Conni Jonsson,1.3,62,Sweden,Asset management,Finance & Investments
2133.00,Fengluan Li,1.3,61,China,"Steel, diversified",Diversified
2133.00,Lv Jianming,1.3,58,Hong Kong,Medical equipment,Healthcare
2133.00,Devi Shetty,1.3,70,India,Healthcare,Healthcare
2133.00,Junjin Wang,1.3,54,China,Airline,Service
2133.00,Chirayu Amin,1.3,76,India,Pharmaceuticals,Healthcare
2133.00,Richard Chang,1.3,76,Taiwan,"Real estate, electronics",Real Estate
2133.00,Yoichi Erikawa,1.3,72,Japan,Video games,Media & Entertainment
2133.00,George Joseph,1.3,101,United States,Insurance,Finance & Investments
2133.00,Li Yongqing,1.3,58,China,Petro Firbe,Manufacturing
2133.00,Blairo Maggi,1.3,66,Brazil,Agribusiness,Food & Beverage
2133.00,George Pedersen & family,1.3,87,United States,Defense contractor,Manufacturing
2133.00,Albert Shigaboutdinov,1.3,70,Russia,"Refinery, chemicals",Diversified
2133.00,Wang Mingwang,1.3,55,China,Electronics components,Manufacturing
2133.00,Anant Asavabhokhin,1.3,72,Thailand,Real estate,Real Estate
2133.00,Chen Xuehua,1.3,62,China,Minerals processing,Metals & Mining
2133.00,Philip Fayer,1.3,45,Canada,Online payments,Finance & Investments
2133.00,Laurent Junique,1.3,57,France,Call centers,Technology
2133.00,Li Zhigang,1.3,46,China,Machinery,Manufacturing
2133.00,Yasseen Mansour,1.3,61,Egypt,Diversified,Diversified
2133.00,Qu Miranda,1.3,38,China,E-commerce,Fashion & Retail
2133.00,Diana Teh Li Shing,1.3,N/A,Malaysia,Banking,Finance & Investments
2133.00,Wei Lidong & family,1.3,47,China,Software,Technology
2133.00,Shyam Bhartia,1.3,70,India,"Pharmaceuticals, food",Healthcare
2133.00,Annalisa Doris,1.3,52,Italy,Financial services,Finance & Investments
2133.00,Mitchell Jacobson,1.3,72,United States,Industrial equipment,Service
2133.00,Gary Lauder,1.3,60,United States,Estée Lauder,Fashion & Retail
2133.00,Nguyen Dang Quang,1.3,59,Vietnam,"Consumer products, banking",Food & Beverage
2133.00,Nobutada Saji,1.3,77,Japan,Beverages,Food & Beverage
2133.00,Robert Toennies,1.3,44,Germany,Meat processing,Food & Beverage
2133.00,Zhao Tongtong,1.3,56,Canada,Hotels,Service
2133.00,Hari Bhartia,1.3,66,India,Diversified,Diversified
2133.00,Aydin Dogan,1.3,86,Turkey,Media,Media & Entertainment
2133.00,Gregg Hymowitz,1.3,57,United States,Asset management,Finance & Investments
2133.00,Kristo Käärmann,1.3,42,Estonia,"Payments, banking",Finance & Investments
2133.00,Randal Nardone,1.3,67,United States,"Investments, energy",Finance & Investments
2133.00,Deniz Sahenk,1.3,77,Turkey,Diversified,Diversified
2133.00,Clemens Toennies,1.3,66,Germany,Meat processing,Food & Beverage
2133.00,Peng Zhao,1.3,52,China,Online recruitment,Service
2133.00,Othman Benjelloun & family,1.3,90,Morocco,"Banking, insurance",Finance & Investments
2133.00,Anand Deshpande,1.3,60,India,Technology,Technology
2133.00,Lillyn Teh Li Hua,1.3,N/A,Malaysia,Finance,Finance & Investments
2133.00,Eduard Kucera,1.3,70,Czech Republic,Software,Technology
2133.00,Jahm Najafi,1.3,60,United States,Investments,Finance & Investments
2133.00,Seifeddin Rustamov,1.3,60,Russia,Chemicals,Manufacturing
2133.00,Rustem Sulteev,1.3,69,Russia,"Refinery, chemicals",Energy
2133.00,Zeng Chaoyi,1.3,54,China,Aluminum products,Manufacturing
2133.00,Banwari Lal Bawri,1.3,70,India,Pharmaceuticals,Healthcare
2133.00,Wenjun Dai,1.3,54,China,Food,Food & Beverage
2133.00,Hoi Kin Hong,1.3,70,Macau,Real estate,Real Estate
2133.00,Michael Krasny,1.3,69,United States,Retail,Technology
2133.00,Martin Moller Nielsen,1.3,58,Denmark,Aircraft leasing,Logistics
2133.00,Igor Rotenberg,1.3,49,Russia,"Investments, real estate",Diversified
2133.00,Konstantin Strukov & family,1.3,64,Russia,"Gold, coal mining",Metals & Mining
2133.00,Yan Jane & family,1.3,53,China,Software,Technology
2133.00,Elena Baturina,1.3,60,Russia,"Investments, real estate",Construction & Engineering
2133.00,Eduardo Costantini,1.3,76,Argentina,Real estate,Real Estate
2133.00,Heikki Herlin,1.3,36,Finland,"Elevators, escalators",Manufacturing
2133.00,Kagemasa Kozuki,1.3,82,Japan,Video games,Technology
2133.00,Lillian Teh Li Ming,1.3,N/A,Malaysia,Banking,Finance & Investments
2133.00,Fernando Roig,1.3,75,Spain,Supermarkets,Fashion & Retail
2133.00,Jennifer Steinbrenner Swindal,1.3,63,United States,Sports,Sports
2133.00,Xu Shaochun,1.3,60,China,Software,Technology
2133.00,Kiki Barki,1.3,83,Indonesia,Coal,Energy
2133.00,Alberto Cortina,1.3,77,Spain,Investments,Finance & Investments
2133.00,He Zhiping,1.3,59,China,Investments,Finance & Investments
2133.00,Seth Klarman,1.3,65,United States,Investments,Finance & Investments
2133.00,Carsten Maschmeyer,1.3,63,Germany,Finance services,Finance & Investments
2133.00,Satish Reddy,1.3,55,India,Pharmaceuticals,Healthcare
2133.00,Jessica Steinbrenner,1.3,59,United States,Sports,Sports
2133.00,Xiong Xiaochuan,1.3,57,China,Medical devices,Healthcare
2133.00,Sachin Bansal,1.3,41,India,Flipkart,Fashion & Retail
2133.00,R. Marcelo Claure,1.3,52,United States,Cell phone distribution,Telecom
2133.00,Joel Greenberg,1.3,65,United States,"Trading, investments",Finance & Investments
2133.00,Joe Kiani,1.3,58,United States,Medical devices,Healthcare
2133.00,Lu Hongyan,1.3,45,China,Online games,Media & Entertainment
2133.00,Yves-Loic Martin,1.3,57,France,Laboratory services,Healthcare
2133.00,P.V. Ramprasad Reddy,1.3,65,India,Pharmaceuticals,Healthcare
2133.00,Hal Steinbrenner,1.3,54,United States,Sports,Sports
2133.00,Wu Xushun & family,1.3,74,China,Internet,Diversified
2133.00,Ziv Aviram,1.3,64,Israel,Automotive technology,Automotive
2133.00,Chin Jong Hwa,1.3,64,Taiwan,Auto parts,Automotive
2133.00,Simona Giorgetta,1.3,45,Italy,Chemical products,Construction & Engineering
2133.00,Alexander Karp,1.3,55,United States,Software firm,Technology
2133.00,Itamar Locks & family,1.3,68,Brazil,Agribusiness,Food & Beverage
2133.00,George Marcus,1.3,81,United States,Real estate,Real Estate
2133.00,G. M. Rao,1.3,72,India,Infrastructure,Logistics
2133.00,Fei Song,1.3,56,China,Machinery,Manufacturing
2133.00,Wu Xiaoge,1.3,50,China,Battery components,Manufacturing
2133.00,Roman Avdeev,1.3,55,Russia,"Banking, development",Finance & Investments
2133.00,Chen Yin,1.3,50,China,Power tools,Manufacturing
2133.00,Marvy Finger,1.3,87,United States,Real estate,Real Estate
2133.00,Zbigniew Juroszek & family,1.3,60,Poland,"Real estate, gambling",Diversified
2133.00,Liu Gexin & family,1.3,71,China,Pharmaceuticals,Healthcare
2133.00,Charlwin Mao,1.3,N/A,China,E-commerce,Fashion & Retail
2133.00,Jupally Rameshwar Rao,1.3,67,India,Real estate,Real Estate
2133.00,Denis Shtengelov,1.3,50,Russia,"Food, retail",Food & Beverage
2133.00,Myron Wentz,1.3,83,St. Kitts and Nevis,Health products,Fashion & Retail
2133.00,A. Jayson Adair,1.3,53,United States,Damaged cars,Automotive
2133.00,Cai Mingtong,1.3,71,China,Electronic components,Technology
2133.00,Weimin Du,1.3,59,China,Vaccines,Healthcare
2133.00,Jiang Guiting & family,1.3,64,China,Manufacturing,Manufacturing
2133.00,Art Levinson,1.3,73,United States,"Genentech, Apple",Diversified
2133.00,John Oyler,1.3,55,United States,Biotech,Healthcare
2133.00,James Scapa,1.3,66,United States,Software,Technology
2133.00,Pongsak Viddayakorn,1.3,89,Thailand,Hospitals,Healthcare
2133.00,Zong Yanmin,1.3,N/A,China,Semiconductor materials,Manufacturing
2133.00,Stewart Butterfield,1.3,50,Canada,Messaging software,Technology
2133.00,Massimo Doris,1.3,55,Italy,Financial services,Finance & Investments
2133.00,Anurang Jain,1.3,61,India,Auto parts,Manufacturing
2133.00,Lee Hae-jin,1.3,55,South Korea,Internet,Technology
2133.00,Kazuo Okada,1.3,80,Japan,Casinos,Gambling & Casinos
2133.00,Hajime Satomi,1.3,81,Japan,"Video games, pachinko",Gambling & Casinos
2133.00,John Van Lieshout,1.3,77,Australia,Real estate,Real Estate
2133.00,Kostyantin Zhevago,1.3,49,Ukraine,Mining,Metals & Mining
2133.00,Soegiarto Adikoesoemo,1.3,85,Indonesia,Chemicals,Logistics
2133.00,Anthony Casalena,1.3,40,United States,Software,Technology
2133.00,Timothy Dunn & family,1.3,67,United States,Energy,Energy
2133.00,Jin Xin,1.3,56,China,Manufacturing,Manufacturing
2133.00,Li Denghai,1.3,73,China,Seed production,Food & Beverage
2133.00,William Teh Lee Pang,1.3,N/A,Malaysia,Banking,Finance & Investments
2133.00,Stephan Schnabel,1.3,48,Germany,Chemicals,Manufacturing
2133.00,Wang Jianguo,1.3,63,China,Retail,Fashion & Retail
2259.00,Hamad bin Jassim bin Jaber Al Thani,1.2,63,Qatar,Investments,Finance & Investments
2259.00,Chen Xianbao & family,1.2,63,China,Food,Food & Beverage
2259.00,Zsolt Felcsuti,1.2,51,Hungary,Manufacturing,Manufacturing
2259.00,Mohammed Ibrahim,1.2,76,United Kingdom,Communications,Telecom
2259.00,Zhen Li & family,1.2,59,China,Lithium batteries,Manufacturing
2259.00,Neide Helena de Moraes,1.2,68,Brazil,Diversified,Diversified
2259.00,Bennett Rosenthal,1.2,59,United States,Finance,Finance & Investments
2259.00,Veronica Squinzi,1.2,51,Italy,Chemical products,Construction & Engineering
2259.00,Wang Fuji,1.2,N/A,China,Pharmaceuticals,Healthcare
2259.00,Xu Yuejuan,1.2,61,China,Petro Fibre,Manufacturing
2259.00,Zhang Yin,1.2,66,China,Paper manufacturing,Manufacturing
2259.00,Joao Alves de Queiroz Filho,1.2,70,Brazil,Pharmaceuticals,Diversified
2259.00,Cheng Xianfeng,1.2,54,China,Pharmaceuticals,Healthcare
2259.00,Ben Francis,1.2,30,United Kingdom,Fitness clothing,Fashion & Retail
2259.00,Shirley Kao,1.2,66,Taiwan,Food & beverage retailing,Food & Beverage
2259.00,Guangwei Liang,1.2,59,China,Conglomerate,Manufacturing
2259.00,Scott Nuttall,1.2,50,United States,Private equity,Finance & Investments
2259.00,Atul Ruia,1.2,52,India,Real estate,Real Estate
2259.00,Michael Steinhardt,1.2,82,United States,Hedge funds,Finance & Investments
2259.00,Wang Shih-Chung,1.2,61,Taiwan,Pneumatic equipments,Manufacturing
2259.00,Vadim Yakunin,1.2,60,Russia,Pharmacy,Healthcare
2259.00,Ning Zhao,1.2,56,United States,Pharmaceuticals,Healthcare
2259.00,Jose Maria Aristrain,1.2,60,Spain,Steel,Metals & Mining
2259.00,Chung Yong-jin,1.2,54,South Korea,Retail,Fashion & Retail
2259.00,Gary Friedman,1.2,65,United States,Furniture retail,Fashion & Retail
2259.00,David Kaplan,1.2,55,United States,Finance,Finance & Investments
2259.00,Liu Ming Hui,1.2,60,China,Natural gas distribution,Energy
2259.00,Kailashchandra Nuwal,1.2,65,India,Industrial explosives,Manufacturing
2259.00,Thomas Sandell,1.2,62,Sweden,Hedge funds,Finance & Investments
2259.00,Ion Stoica,1.2,58,Romania,Data analytics,Technology
2259.00,Wang Xiaoshen,1.2,54,China,Lithium,Manufacturing
2259.00,Yang Yunyun,1.2,46,China,Retail,Fashion & Retail
2259.00,Zhou Wen & family,1.2,58,China,Chemicals,Manufacturing
2259.00,Bernhard Braun-Luedicke,1.2,46,Germany,Medical technology,Healthcare
2259.00,Jose Roberto Ermirio de Moraes,1.2,65,Brazil,Diversified,Diversified
2259.00,Orion Hindawi,1.2,43,United States,Software,Technology
2259.00,Lee Su-jin,1.2,45,South Korea,Hospitality,Technology
2259.00,Lorinc Meszaros,1.2,57,Hungary,Diversified,Diversified
2259.00,Qian Ying,1.2,57,China,Pig breeding,Food & Beverage
2259.00,Edwin Soeryadjaya,1.2,73,Indonesia,"Coal, investments",Energy
2259.00,Ruben Vardanyan & family,1.2,54,Armenia,Investment banking,Finance & Investments
2259.00,Wenbo Xiang,1.2,60,China,Manufacturing,Manufacturing
2259.00,Thomas Bailey,1.2,86,United States,Money management,Finance & Investments
2259.00,Farhad Ebrahimi,1.2,84,United States,Solar panels,Manufacturing
2259.00,Michael Heine,1.2,73,Australia,Financial services,Finance & Investments
2259.00,Guy Laliberté,1.2,63,Canada,Cirque du Soleil,Media & Entertainment
2259.00,Jorge Mas,1.2,60,United States,Construction,Construction & Engineering
2259.00,Forrest Preston,1.2,90,United States,Health care,Healthcare
2259.00,Konstantin Sixt,1.2,40,Germany,Car rentals,Automotive
2259.00,Joop van den Ende,1.2,81,Netherlands,TV shows,Media & Entertainment
2259.00,Xia Xinde,1.2,58,China,Batteries,Manufacturing
2259.00,Bai Houshan,1.2,59,China,Lithium battery,Energy
2259.00,Mathias Doepfner,1.2,60,Germany,Media,Media & Entertainment
2259.00,Richard Hayne,1.2,75,United States,Urban Outfitters,Fashion & Retail
2259.00,Suresh Krishna,1.2,86,India,Auto parts,Automotive
2259.00,Mao Zhongwu,1.2,60,China,Manufacturing,Manufacturing
2259.00,Murdaya Poo,1.2,82,Indonesia,Diversified,Diversified
2259.00,Alexander Sixt,1.2,43,Germany,Car rentals,Automotive
2259.00,Ching Bor Tung,1.2,60,China,Manufacturing,Manufacturing
2259.00,Wu Yonghua,1.2,52,China,Apparel,Fashion & Retail
2259.00,Sharon Azrieli,1.2,62,Canada,Real estate,Real Estate
2259.00,Sefik Yilmaz Dizdar,1.2,85,Turkey,Fashion retail,Fashion & Retail
2259.00,Fahed Hariri,1.2,42,Lebanon,"Construction, investments",Construction & Engineering
2259.00,Karl Knauf,1.2,N/A,Germany,Building materials,Manufacturing
2259.00,Keshub Mahindra,1.2,99,India,Diversified,Diversified
2259.00,Mark Pincus,1.2,57,United States,Online games,Technology
2259.00,Sytse 'Sid' Sijbrandij,1.2,43,Netherlands,Software,Technology
2259.00,Lina Tombolato,1.2,75,Italy,Financial services,Finance & Investments
2259.00,Eugene Wu,1.2,77,Taiwan,Finance,Finance & Investments
2259.00,Naomi Azrieli,1.2,57,Canada,Real estate,Real Estate
2259.00,Ding Shui Po,1.2,52,China,"Sneakers, sportswear",Fashion & Retail
2259.00,Anthony Hall,1.2,67,Australia,Technology,Technology
2259.00,Christine Knauf,1.2,N/A,Germany,Building materials,Manufacturing
2259.00,William MacMillan,1.2,68,United States,Cargill,Food & Beverage
2259.00,Markus Persson,1.2,43,Sweden,Computer games,Media & Entertainment
2259.00,Eric Ya Shen,1.2,52,China,Online apparel retail,Technology
2259.00,Sam Tarascio,1.2,78,Australia,Real estate,Real Estate
2259.00,Wu Chung-yi,1.2,67,Taiwan,Manufacturing,Manufacturing
2259.00,Danna Azrieli,1.2,55,Israel,Real estate,Real Estate
2259.00,Richard Desmond,1.2,71,United Kingdom,Publishing,Media & Entertainment
2259.00,Saroj Rani Gupta,1.2,72,India,Steel tubes,Manufacturing
2259.00,Alexander Klyachin,1.2,55,Russia,Real estate,Real Estate
2259.00,Martha MacMillan,1.2,71,United States,Cargill,Food & Beverage
2259.00,Jose Isaac Peres & family,1.2,82,Brazil,Shopping malls,Real Estate
2259.00,Antonio Luiz Seabra,1.2,80,Brazil,Cosmetics,Fashion & Retail
2259.00,Xiuguo Tang,1.2,59,China,Manufacturing,Manufacturing
2259.00,Tyler Winklevoss,1.2,41,United States,Cryptocurrency,Finance & Investments
2259.00,Mehmet Aydinlar,1.2,66,Turkey,Hospitals,Healthcare
2259.00,Ashwin Desai,1.2,71,India,Specialty chemicals,Manufacturing
2259.00,Lawrence Golub,1.2,63,United States,Private equity,Finance & Investments
2259.00,Ke Yunfeng & family,1.2,56,China,Retailing,Healthcare
2259.00,John MacMillan,1.2,73,United States,Cargill,Food & Beverage
2259.00,Vitaly Orlov,1.2,58,Russia,Fisheries,Food & Beverage
2259.00,Gerald Schwartz,1.2,81,Canada,Finance,Finance & Investments
2259.00,Tony Tan Caktiong,1.2,70,Philippines,Food,Food & Beverage
2259.00,Cameron Winklevoss,1.2,41,United States,Cryptocurrency,Finance & Investments
